entity_id,region_code,region_name,country_code,country_name,revenue,overall_score,environmental_score,social_score,governance_score,target_scope_1,target_scope_2,revenue_log,activity_type,activity_code,env_score_adjustment,env_score_adjustment_capped,nace_level_1_code,nace_level_1_name,nace_level_2_code,nace_level_2_name,revenue_pct,sdg_id,sdg_name,Sector_Comp_1,Sector_Comp_2,Sector_Comp_3,Sector_Comp_4,Sector_Comp_5,Sector_Comp_6,Sector_Comp_7,Sector_Comp_8,Sector_Comp_9,Sector_Comp_10,num_activities,avg_env_score_adjustment,has_activity,revenue_x_environmental_score,revenue_x_governance_score,E_x_S,S_x_G,country_ts2_per_revenue,target_scope_1_log,target_scope_2_log,sector_avg_scope2_log,sector_median_scope2_log,country_avg_scope2_log,country_avg_scope2_per_revenue,country_avg_esg,rev_x_env,rev_x_gov,env_x_gov,esg_sum,sector1_x_country,ESG_Comp_1,ESG_Comp_2
3753,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,51219000.0,3.224,3.699,2.974,2.667,82.0,1959.0,17.751621134445486,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,0.102717763,3.0,Good Health and Wellbeing,-0.2943331627477324,-0.2498278982423019,-0.2402900067774991,-0.3802300859931894,-0.5620968667015365,-0.0235339333633331,-0.828801129062755,0.2620747546314194,-0.8119753130403567,-1.804265401234682,2,-0.1,1,189459081.0,136601073.0,11.000826,7.931658,9.190606958410844e-06,4.418840607796598,7.580699752224563,7.575414016329099,8.123854263105914,7.839892076213068,9.367221878971305e-06,3.5126612903225807,189459081.0,136601073.0,9.865232999999998,9.34,-2.705100413640381e-06,-4577163624.680654,-0.3328683575306648
3769,WEU,Western Europe,DE,Germany,1820000000.0,2.901,4.0,1.942,2.071,18137.0,3248.0,21.322102338584564,Other,ENVIB010,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,7280000000.0,3769220000.000001,7.768,4.021882000000001,1.1990447633649742e-05,9.805764464007511,8.0861025356691,8.692736115246955,8.480201539915154,8.381460508005716,1.0678389188116252e-05,3.234346153846154,7280000000.0,3769220000.0000005,8.284,8.013,-2.423264935941433e-06,-2808382624.6806517,-0.20764056077167334
3785,WEU,Western Europe,FR,France,599700000.0,3.028,4.0,1.75,2.81,1655.64,1757.36,20.21194008980624,Manufacturing,C.11.2.B,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,2398800000.0,1685157000.0,7.0,4.9175,1.4630044194219064e-05,7.412546733713537,7.472136835437934,8.692736115246955,8.480201539915154,8.555753572198892,8.915957793295588e-06,3.3401162790697674,2398800000.0,1685157000.0,11.24,8.56,-2.956726403410621e-06,-4028682624.680654,-0.2238494810836396
3789,NAM,Northern America,US,United States of America,1761185000.0,3.346,3.708,2.993,3.119,63122.0,108288.0,21.28925271545712,Raw materials,C.22.34.B,-0.25,-0.25,C,Manufacturing,22,Manufacture of rubber and plastic products,0.5,7.0,Affordable and Clean Energy,-0.2695864688196044,-0.1606971937810231,-0.1951422989939189,-0.4148867405100335,0.0350589214652077,-0.1373560766381573,-0.4396593046122756,-0.1132562210433313,-0.6668664602898001,-0.9688991680915292,4,-0.175,1,6530473980.0,5493136015.0,11.098044,9.335167,4.5487802618851305e-05,11.052840482907422,11.592558858116773,11.576033777882154,11.470181003859555,9.558663510576434,1.3481632512183627e-05,3.565965986394558,6530473980.0,5493136015.0,11.565252000000001,9.82,-1.2262896082379277e-05,-2867197624.680654,-0.38612180490066816
3800,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,469000000.0,3.264,3.944,3.0,2.357,26.0,108.0,19.96611332854275,Operation,MTH002,-0.1,-0.1,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",1.0,3.0,Good Health and Wellbeing,-0.2063097058465182,-0.2007684847159055,-0.1137615087657349,-0.145587722578426,-0.380849260668415,0.2324373437517486,-0.2311511356089238,0.139221656273742,-0.2968090636036025,-0.6281245646839181,1,-0.1,1,1849736000.0,1105433000.0,11.832,7.071000000000001,9.190606958410844e-06,3.295836866004329,4.691347882229144,4.718286929559248,5.302425443933707,7.839892076213068,9.367221878971305e-06,3.5126612903225807,1849736000.0,1105433000.0,9.296008,9.301,-1.8961114181407045e-06,-4159382624.6806507,-0.5384338038001935
3850,WEU,Western Europe,SE,Sweden,16400000000.0,2.665,3.102,2.205,2.429,20943.0,257.0,23.52054717183754,Manufacturing,F.42.41.B,-0.2475,-0.2475,F,Construction,42,Civil engineering,0.77,9.0,"Industry, Innovation and Infrastructure",-0.337157862568352,-0.233139102492961,7.971499129091036,0.4704017725160567,0.6720815337888546,0.1692594030754535,0.1079499723117365,-0.0853552694478907,0.1508114252242375,0.2498794656533804,6,-0.16725,1,50872800000.0,39835600000.0,6.83991,5.355945,1.0694268470598077e-06,9.94960748814968,5.552959584921617,6.876052361077521,6.9726062513017535,7.401859980392121,4.0203112473878347e-07,3.319125,50872800000.0,39835600000.0,7.534757999999999,7.736000000000001,-3.6056566992789666e-07,11771617375.319347,0.5724153572821772
3858,NAM,Northern America,US,United States of America,1537617000.0,1.77,1.1,3.0,1.5,22310.0,28446.0,21.15349965296101,Disposal ,C.14.87.P,0.1,0.1,G,Wholesale And Retail Trade,47,Retail trade,1.0,12.0,Responsible Consumption and Production,1.0090340000907745,-0.0057418607443562,-0.0038680626430028,0.0058339193162397,-0.0584639881347872,0.0043199098863886,-0.0479927242158049,0.015955915034057,-0.0342425801605073,-0.0167638523694432,1,0.1,1,1691378700.0000002,2306425500.0,3.3000000000000003,4.5,4.5487802618851305e-05,10.01283510937141,10.255797985839772,9.96575113437934,10.255797985839772,9.558663510576434,1.3481632512183627e-05,3.565965986394558,1691378700.0000002,2306425500.0,1.6500000000000001,5.6,4.5898739431839136e-05,-3090765624.6806507,2.2218692406051535
3908,WEU,Western Europe,DK,Denmark,2380000000.0,3.219,4.235,2.653,2.071,6511.0,4695.0,21.590366325049963,Other,ENVIB010,-0.1,-0.1,H,Transportation And Storage,49,Land transport and transport via pipelines,0.394880403,8.0,Decent Work and Economic Growth,0.0105229244255235,-0.32617307713079,-0.5459120021956404,1.0074911089970535,3.141630831056072,0.9189412684485792,-0.1948882820315266,1.125189295837934,-0.339874077540772,-0.4926451888720022,4,-0.1,1,10079300000.0,4928980000.0,11.235455000000002,5.494363000000001,1.033271124433927e-06,8.781401907682376,8.454466361507933,9.884732570276855,9.884732570276855,8.342772555080511,1.0459859415464298e-06,3.419,10079300000.0,4928980000.0,8.770685000000002,8.959,1.0873033953493901e-08,-2248382624.68065,-0.6604253224903835
3916,WEU,Western Europe,ES,Spain,436699000.0,3.023,3.171,3.0,2.786,30446.0,10330.0,19.89475473084154,Operation,MTH002,-0.1,-0.1,C,Manufacturing,23,Manufacture of other non-metallic mineral products,0.957114626,3.0,Good Health and Wellbeing,-0.2870164313166535,0.9154042370468052,-0.1489246952313933,-0.1998220667050863,-0.3173773821189479,-0.2738082582894195,-0.0906855345351236,-0.3239235920840234,-0.4527032273556906,-0.5200504551720738,2,-0.1,1,1384772529.0,1216643414.0,9.513,8.358,1.0041005413315722e-05,10.323742746116928,9.242904362849446,10.635062661770421,10.694476088202261,7.863797924974199,1.3146993856228642e-05,3.476777777777778,1384772529.0,1216643414.0,8.834406,8.956999999999999,-2.8819335405610776e-06,-4191683624.6806536,0.14374553564435094
3918,NAM,Northern America,US,United States of America,1513700000.0,2.77,3.004,2.942,2.143,265.0,0.0,21.137822822393428,Operation,J.58.20.P,0.004255682,0.004255682,J,Information and communication,58,Publishing activities,0.862102273,3.0,Good Health and Wellbeing,-0.1833584798623934,-0.2047411346918963,-0.104855686594184,-0.1279621793685154,-0.2743444127275679,-0.0573106823361948,-0.2002301003715381,0.4623936549907987,0.0440640864007388,-0.3992163904138705,2,0.004255682,1,4547154800.0,3243859099.9999995,8.837768,6.304706,4.5487802618851305e-05,5.583496308781699,0.0,7.575414016329099,8.123854263105914,9.558663510576434,1.3481632512183627e-05,3.565965986394558,4547154800.0,3243859099.9999995,6.437571999999999,8.088999999999999,-8.340574340473172e-06,-3114682624.6806526,0.38889525147966647
3936,WEU,Western Europe,NL,Netherlands,468000000.0,2.872,2.93,2.855,2.786,10900.0,1477.0,19.96397885601868,Operation,MTH002,-0.1,-0.1,M,"Professional, scientific and technical activities",71,Architectural and engineering activities; technical testing and analysis,1.0,3.0,Good Health and Wellbeing,-0.1693104028868286,-0.1548833184317497,1.0449341255217248,-0.0407481819407158,-0.083351507218154,-0.1051193180347441,0.165320011234327,-0.0502281555267357,-0.0748661684704018,-0.069898500280236,1,-0.1,1,1371240000.0,1303848000.0,8.36515,7.95403,2.870823443040889e-05,9.29660980712836,7.298445101508147,7.930427267962083,7.98514393119862,8.69614039755072,2.2134828802156627e-05,3.276884615384615,1371240000.0,1303848000.0,8.162980000000001,8.571,-4.860602737582054e-06,-4160382624.6806536,0.41791193846114355
3937,NAM,Northern America,US,United States of America,1657225000.0,2.905,3.0,2.9,2.738,3749.0,17537.0,21.22841035434385,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1878194664882234,-0.2076881689171545,-0.0993701485199847,-0.1593879601672233,-0.27355718927758,-0.0397704730539486,-0.2132360675888908,0.5696362370311673,-0.0621378570808254,-0.4277003752184117,1,-0.1,1,4971675000.0,4537482050.0,8.7,7.9402,4.5487802618851305e-05,8.229511118964457,9.7721252343393,7.575414016329099,8.123854263105914,9.558663510576434,1.3481632512183627e-05,3.565965986394558,4971675000.0,4537482050.0,8.214,8.638,-8.543494819594263e-06,-2971157624.680653,0.34709860679097604
3942,NAM,Northern America,US,United States of America,849300000.0,3.084,3.093,3.0,3.167,329.0,1476.0,20.55992303992768,Operation,J.58.20.P,0.09339254,0.09339254,J,Information and communication,62,"Computer programming, consultancy and related activities",0.0660746,9.0,"Industry, Innovation and Infrastructure",-0.1860390905161787,-0.2049799346416513,-0.0984327770811064,-0.1556678019799942,-0.2742038796538774,-0.0409612275632019,-0.2109823414835523,0.5427936868428747,-0.0605328965274282,-0.4301700953804726,2,0.09339254,1,2626884900.0,2689733100.0,9.279,9.501,4.5487802618851305e-05,5.799092654460526,7.29776828253138,7.326217478249711,7.869793956908094,9.558663510576434,1.3481632512183627e-05,3.565965986394558,2626884900.0,2689733100.0,9.795530999999999,9.26,-8.462509428790548e-06,-3779082624.6806545,0.18024065395372946
3954,NAM,Northern America,US,United States of America,2983781000.0,2.573,3.1,2.678,1.5,120.0,130.0,21.81645712550888,Operation,MTH002,-0.1,-0.1,J,Information and communication,62,"Computer programming, consultancy and related activities",0.41165,8.0,Decent Work and Economic Growth,-0.193874385837495,-0.1924542217746893,-0.1162199287242121,-0.0121525175918174,-0.2423151695825254,-0.0379196439661541,-0.2244133959688462,0.211359118756039,-0.2067542339804839,-0.5554043166449053,3,-0.1,1,9249721100.0,4475671500.0,8.3018,4.017,4.5487802618851305e-05,4.795790545596741,4.875197323201151,7.326217478249711,7.869793956908094,9.558663510576434,1.3481632512183627e-05,3.565965986394558,9249721100.0,4475671500.0,4.65,7.2780000000000005,-8.818919795826993e-06,-1644601624.680649,0.45674506927471376
3958,NAM,Northern America,US,United States of America,19857200000.0,2.907,3.572,3.022,1.571,308000.0,11000.0,23.71183249876585,Farming,A.1.6.B,-0.13702537,-0.13702537,A,"Agriculture, Forestry And Fishing",1,"Crop and animal production, hunting and related service activities",1.0,2.0,Zero Hunger,-0.2331354146283583,-0.2267312750609516,-0.1499596787463811,0.1884929822771236,-0.165250394353442,-0.0653439887260453,-0.1578698830951951,0.2072353084390856,-0.3112596948341567,-0.3943394754222535,2,-0.13702537,1,70929918400.0,31195661200.0,10.794584,4.747561999999999,4.5487802618851305e-05,12.637858308703688,9.305741456739437,10.426314726956978,10.200439030995058,9.558663510576434,1.3481632512183627e-05,3.565965986394558,70929918400.0,31195661200.0,5.611612,8.165,-1.060481772407882e-05,15228817375.319353,-0.0374758755605522
3976,WEU,Western Europe,CH,Switzerland,2700000000.0,3.663,4.765,2.286,3.333,114964.0,49621.0,21.716517610327063,Other,ENVIB010,-0.1,-0.1,H,Transportation And Storage,52,"Warehousing, storage and support activities for transportation",1.0,8.0,Decent Work and Economic Growth,-0.2078015942121172,-0.1994915863705383,-0.1181321286560803,-0.0990827641749496,-0.3597932774012607,0.0689668263018015,-0.0608007562193895,0.7851468187603189,0.0468467866561118,-0.0330270811724367,1,-0.1,1,12865500000.0,8999100000.0,10.89279,7.619238,2.0149717750949244e-05,11.6523830131961,10.812189562761608,8.293292832252522,8.640358801096479,9.98588701143524,2.7877250984962903e-05,3.8184285714285715,12865500000.0,8999100000.0,15.881745,10.384,-4.18714347157145e-06,-1928382624.6806543,-1.1627895820382879
3981,WEU,Western Europe,SE,Sweden,12900000000.0,2.755,3.05,3.0,1.929,1231.0,33791.0,23.28049314839156,Operation,L.68.3.B,-0.25,-0.25,L,Financial And Insurance Activities,68,Real estate activities,1.0,3.0,Good Health and Wellbeing,-0.2989398521842472,-0.3485930491518978,-0.3001024064485692,-0.2126969107687884,-2.331349238368224,9.882287323297248,2.07182412383694,-1.2392379433525549,0.3568782073349687,0.7279458254732399,2,-0.25,1,39345000000.0,24884100000.0,9.15,5.787,1.0694268470598077e-06,7.116394144093465,10.427979367065934,8.969776402808327,8.866669777975329,7.401859980392121,4.0203112473878347e-07,3.319125,39345000000.0,24884100000.0,5.88345,7.979,-3.196943035819244e-07,8271617375.319348,0.39502261981555475
3985,WEU,Western Europe,DK,Denmark,14500000000.0,2.17,2.491,2.286,1.452,1057.0,1112.0,23.397414486441907,Disposal ,C.26.55.P,0.011785714,0.011785714,J,Information and communication,61,Telecommunications,0.941071429,9.0,"Industry, Innovation and Infrastructure",-0.159808045776344,-0.1968099076365112,-0.067019369041976,-0.1391888602031713,-0.3196512115362366,-0.0449774073083754,-0.367673902409835,0.0160912527640092,0.3789026643124576,-0.4143495652286994,6,-0.0576007326666666,1,36119500000.0,21054000000.0,5.694426,3.319272,1.033271124433927e-06,6.964135612418245,7.014814351275545,7.153019837360215,8.058960017769417,8.342772555080511,1.0459859415464298e-06,3.419,36119500000.0,21054000000.0,3.6169320000000003,6.229,-1.6512503915291142e-07,9871617375.31935,1.2099017515645292
3989,NAM,Northern America,US,United States of America,11800000000.0,3.026,3.16,3.5,2.214,387349.0,190200.0,23.191365368502776,Operation,MTH002,-0.1,-0.1,C,Manufacturing,25,"Manufacture of fabricated metal products, except machinery and equipment",1.0,2.0,Zero Hunger,-0.2408024093572221,0.1094757528355546,-0.1686775963459327,-0.2630275402282361,-0.2093605428446343,-0.1451682256537337,-0.7794755666668364,-0.2890598332842943,-0.7372703542024934,-0.9555751694675207,1,-0.1,1,37288000000.0,26125200000.0,11.06,7.749,4.5487802618851305e-05,12.867083956060048,12.15583668670316,10.513691582646233,11.00839664134826,9.558663510576434,1.3481632512183627e-05,3.565965986394558,37288000000.0,26125200000.0,6.99624,8.874,-1.0953572466985152e-05,7171617375.319348,0.09359373162101142
3990,WEU,Western Europe,ES,Spain,4353201000.0,2.138,2.293,2.078,1.929,4980.0,16529.0,22.194177273731945,Operation,MTH001,-0.25,-0.25,J,Information and communication,61,Telecommunications,0.934026897,9.0,"Industry, Innovation and Infrastructure",-0.1184210680852602,-0.1478096349914809,-0.0755789985367243,0.0313528661179037,-0.292465876193943,-0.1273185859959941,-0.4236518653739951,-0.4969636107439058,1.3303387228000203,0.0658840932124994,2,-0.25,1,9981889893.0,8397324729.0,4.764854,4.008462,1.0041005413315722e-05,8.513385953073284,9.712932190815067,7.153019837360215,8.058960017769417,7.863797924974199,1.3146993856228642e-05,3.476777777777778,9981889893.0,8397324729.0,4.423197,6.300000000000001,-1.1890665856947273e-06,-275181624.68065286,1.3745042877512568
3991,WEU,Western Europe,SE,Sweden,9850000000.0,2.729,3.31,3.0,1.357,842.0,4743.0,23.01073729223193,End-use,C.14.34.P,-0.014515808,-0.014515808,L,Financial And Insurance Activities,68,Real estate activities,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1954031360460153,-0.2109540108127182,-0.1626408431119979,-0.1186867086979504,-1.1955210052800764,4.935787022053982,1.0195066493710965,-0.6060717901101061,0.1642292857966361,0.3417919443933507,1,-0.014515808,1,32603500000.0,13366450000.0,9.93,4.071,1.0694268470598077e-06,6.736966958001855,8.464635940677562,8.969776402808327,8.866669777975329,7.401859980392121,4.0203112473878347e-07,3.319125,32603500000.0,13366450000.0,4.49167,7.667000000000001,-2.089693596872888e-07,5221617375.31935,0.19610031732871847
3992,WEU,Western Europe,IT,Italy,266100000.0,2.907,4.0,1.906,2.143,679.44,306.87,19.399382739705903,Operation,MTH002,-0.1,-0.1,C,Manufacturing,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,1.0,3.0,Good Health and Wellbeing,-0.2020996221309397,-0.2020996988328295,-0.1502649496717048,-0.3313565779430995,-0.2998400207480256,-0.4816221433023002,1.2219606457097376,-0.2329155369991831,-0.2275543301989229,-0.1926857055512954,1,-0.1,1,1064400000.0,570252300.0,7.624,4.084558,2.691973307029712e-05,6.522739647741382,5.729677615951538,8.692736115246955,8.480201539915154,8.134111131229867,1.6641820628839708e-05,3.315925925925926,1064400000.0,570252300.0,8.572,8.049,-5.440467881372809e-06,-4362282624.680653,-0.2094211823881237
4021,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,1470000000.0,2.466,2.45,2.5,2.452,2913.0,0.0,21.10852823841733,Operation,MTH001,-0.25,-0.25,J,Information and communication,61,Telecommunications,1.0,9.0,"Industry, Innovation and Infrastructure",-0.1122858332852737,-0.1128802255283567,-0.0325536421480019,-0.0525562522043147,-0.150824262637837,-0.0190141319591883,-0.1435852824924904,0.0144278019593219,0.1303963870415138,-0.1567845365653566,1,-0.25,1,3601500000.0000005,3604440000.0,6.125,6.13,9.190606958410844e-06,7.97728198675515,0.0,7.153019837360215,8.058960017769417,7.839892076213068,9.367221878971305e-06,3.5126612903225807,3601500000.0000005,3604440000.0,6.0074000000000005,7.402,-1.0319749607225964e-06,-3158382624.6806536,1.0233498921088733
4030,NAM,Northern America,US,United States of America,3360000000.0,2.605,3.039,2.816,1.571,17927.0,38893.0,21.935206811219143,Operation,MTH002,-0.1,-0.1,J,Information and communication,58,Publishing activities,1.0,8.0,Decent Work and Economic Growth,-0.1878194664882234,-0.2076881689171545,-0.0993701485199847,-0.1593879601672233,-0.27355718927758,-0.0397704730539486,-0.2132360675888908,0.5696362370311673,-0.0621378570808254,-0.4277003752184117,1,-0.1,1,10211040000.0,5278560000.0,8.557824,4.423935999999999,4.5487802618851305e-05,9.794119015480764,10.568595276064828,7.575414016329099,8.123854263105914,9.558663510576434,1.3481632512183627e-05,3.565965986394558,10211040000.0,5278560000.0,4.774269,7.426,-8.543494819594263e-06,-1268382624.6806502,0.4628748384481017
4037,WEU,Western Europe,IT,Italy,1276800000.0,3.028,3.569,3.013,2.071,59534.0,0.0,20.967622785443027,Farming,A.1.4.B,-0.090452694,-0.090452694,C,Manufacturing,10,Manufacture of food products,1.0,3.0,Good Health and Wellbeing,-0.156211375269386,-0.1573218880558126,-0.0768784869260623,-0.0274860844882202,-0.1825608191895309,-0.0366448139260119,-0.1239903977068158,0.1151474571327065,-0.1267367847435618,-0.2216835655288108,1,-0.090452694,1,4556899200.0,2644252800.0,10.753397,6.239923,2.691973307029712e-05,10.994319653885276,0.0,8.388512915584489,8.925543386961966,8.134111131229867,1.6641820628839708e-05,3.315925925925926,4556899200.0,2644252800.0,7.391399000000001,8.653,-4.205168524795884e-06,-3351582624.680651,-0.15856943673940613
4049,NAM,Northern America,US,United States of America,6149909000.0,2.981,3.45,2.975,2.143,115728.0,51927.0,22.53970312207,Operation,MTH001,-0.025204763,-0.025204763,L,Financial And Insurance Activities,68,Real estate activities,0.220137404,3.0,Good Health and Wellbeing,-0.213552580029497,-0.2522107774569675,-0.1643889783513034,-0.1705867592603187,-0.7502446198834579,1.233460629382726,-0.1004063448405487,0.2022606203267722,0.1208749626629053,-0.4079921950367909,3,-0.025204763,1,21217186050.0,13179254986.999998,10.263750000000002,6.375425,4.5487802618851305e-05,11.659006530002925,10.857613422713303,8.969776402808327,8.866669777975329,9.558663510576434,1.3481632512183627e-05,3.565965986394558,21217186050.0,13179254986.999998,7.39335,8.568000000000001,-9.714037609128206e-06,1521526375.3193483,-0.021543714263837947
4051,NAM,Northern America,US,United States of America,1583900000.0,3.568,4.897,3.0,1.857,8574.81,599.49,21.183155997664,Operation,MTH002,-0.1,-0.1,C,Manufacturing,29,"Manufacture of motor vehicles, trailers and semi-trailers",0.999245744,3.0,Good Health and Wellbeing,-0.153761150262292,-0.0963286302321227,-0.0825489260184239,-0.061232792797223,-0.1760474463289846,-0.1020543316588601,-0.290150602172867,-0.2694366937971333,-0.2413957646809578,0.4248957730109121,2,-0.1,1,7756358300.0,2941302300.0,14.691,5.571,4.5487802618851305e-05,9.056700728214414,6.397745988592037,10.162381178741452,10.589735991404917,9.558663510576434,1.3481632512183627e-05,3.565965986394558,7756358300.0,2941302300.0,9.093729,9.754,-6.994256853578675e-06,-3044482624.6806507,-1.3779542417401454
4061,NAM,Northern America,US,United States of America,2420000000.0,3.274,4.084,3.0,2.143,425.0,448.0,21.60703337752823,Operation,MTH001,-0.25,-0.25,H,Transportation And Storage,51,Air transport,0.265786215,8.0,Decent Work and Economic Growth,-0.2287406315862567,-0.2818330970836217,-0.3516392889003554,1.9722969934283887,0.8214294153116816,0.2143313501729628,0.1381486983809733,0.5721597990982071,-0.4264538742549761,-0.429234608621316,4,-0.25,1,9883280000.0,5186059999.999999,12.252,6.428999999999999,4.5487802618851305e-05,6.054439346269371,6.107022887742255,6.478537449297974,6.478537449297974,9.558663510576434,1.3481632512183627e-05,3.565965986394558,9883280000.0,5186059999.999999,8.752011999999999,9.227,-1.040490870050703e-05,-2208382624.680651,-0.6402367485456368
4075,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,193600000.0,3.351,4.358,2.907,2.071,2487.0,3192.0,19.08130473797204,Other,ENVIB010,-0.1,-0.1,H,Transportation And Storage,50,Water transport,0.725142966,8.0,Decent Work and Economic Growth,-0.204244633961546,-0.2515582918298333,-0.2566137843034971,1.9112183386519457,0.6178273624301227,0.8265634413086245,0.3714119767268503,0.4460718229665705,-0.3279332077768892,-0.196695177744712,4,-0.1,1,843708799.9999999,400945600.00000006,12.668705999999998,6.020397000000001,9.190606958410844e-06,7.81923445385907,8.068716192714781,8.068716192714781,8.068716192714781,7.839892076213068,9.367221878971305e-06,3.5126612903225807,843708799.9999999,400945600.00000006,9.025418,9.336,-1.8771321541050604e-06,-4434782624.68065,-0.8686522790048827
4090,NAM,Northern America,US,United States of America,55100000000.0,2.425,2.629,2.354,2.143,431504.0,1105788.0,24.732415553123428,Operation,MTH002,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,0.195180176,9.0,"Industry, Innovation and Infrastructure",0.0775162076509804,-0.2347862180074138,-0.2017088833262776,0.276966948556501,-0.7021361582328424,-0.4599116344918325,-1.171277102449349,-1.9992280188033773,4.808005109763816,0.734082049912418,4,-0.1,1,144857900000.0,118079299999.99998,6.188666,5.044622,4.5487802618851305e-05,12.975034376924,13.916069665287209,9.96575113437934,10.255797985839772,9.558663510576434,1.3481632512183627e-05,3.565965986394558,144857900000.0,118079299999.99998,5.633946999999999,7.126,3.5260419533896875e-06,50471617375.31935,1.1553440133125445
4092,WEU,Western Europe,CH,Switzerland,17000000000.0,3.291,3.929,3.033,2.452,406000.0,196000.0,23.55647918106145,Operation,MTH002,-0.077781049,-0.077781049,A,"Agriculture, Forestry And Fishing",1,"Crop and animal production, hunting and related service activities",0.222189506,2.0,Zero Hunger,-0.1366154262098356,-0.0790882553428189,-0.1229515252655223,-0.1561921376452391,-0.0588181192867345,-0.0632956031832914,-0.1158011565668406,0.112773738341268,-0.2509978489792305,-0.2358971982797068,2,-0.077781049,1,66793000000.0,41684000000.0,11.916657,7.436916,2.0149717750949244e-05,12.914110901635024,12.185875040240456,10.426314726956978,10.200439030995058,9.98588701143524,2.7877250984962903e-05,3.8184285714285715,66793000000.0,41684000000.0,9.633908,9.414,-2.752762278553821e-06,12371617375.319347,-0.47678902101039433
4098,WEU,Western Europe,NO,Norway,10200000000.0,2.358,2.354,3.0,1.595,250372.0,1503357.0,23.04565355733468,Operation,MTH004,-0.75,-0.75,C,Manufacturing,17,Manufacture of paper and paper products,1.0,9.0,"Industry, Innovation and Infrastructure",-0.2751367882588043,-0.2461495519189819,-0.1819647976149393,-0.3263118140307267,-0.217231550101985,-0.1357007995590585,-0.439068073605117,0.0592607481165698,-0.6710522089782175,-0.9837786588197432,3,-0.3166666666666666,1,24010800000.0,16269000000.0,7.062,4.785,5.222593576580707e-05,12.43070708491824,14.223211830658403,11.437598491360752,11.352122709062591,10.031882372979657,0.00013120768568434868,3.4763333333333333,24010800000.0,16269000000.0,3.75463,6.949,-1.4369276230414772e-05,5571617375.319347,1.0708828739116216
4109,WEU,Western Europe,GB,United Kingdom of Great Britain and Northern Ireland,13816800000.0,3.17,3.664,3.404,2.0,210164.0,175168.0,23.34915108006636,Operation,MTH004,-0.175131,-0.175131,G,Wholesale And Retail Trade,47,Retail trade,0.684649605,2.0,Zero Hunger,0.7890100172312405,-0.0685619716416902,-0.079072856867889,-0.0236204041375442,-0.2995353832606324,-0.1072683246833123,-0.5152972844273301,-0.3564121875793702,-0.3896657553172429,0.6024063797911782,2,-0.175131,1,50624755200.0,27633600000.0,12.472256,6.808,9.190606958410844e-06,12.25564821547344,12.073506501189318,9.96575113437934,10.255797985839772,7.839892076213068,9.367221878971305e-06,3.5126612903225807,50624755200.0,27633600000.0,7.328,9.068,7.251480954621299e-06,9188417375.31935,-0.31793985631508875
4131,WEU,Western Europe,DE,Germany,22400000000.0,2.774,3.65,2.8,1.167,21200.0,29900.0,23.832326795852047,Other,ENVIB010,-0.1,-0.1,G,Wholesale And Retail Trade,47,Retail trade,1.0,9.0,"Industry, Innovation and Infrastructure",1.0090340000907745,-0.0057418607443562,-0.0038680626430028,0.0058339193162397,-0.0584639881347872,0.0043199098863886,-0.0479927242158049,0.015955915034057,-0.0342425801605073,-0.0167638523694432,1,-0.1,1,81760000000.0,26140800000.0,10.22,3.2676,1.1990447633649742e-05,9.961803629358965,10.305647203635566,9.96575113437934,10.255797985839772,8.381460508005716,1.0678389188116252e-05,3.234346153846154,81760000000.0,26140800000.0,4.25955,7.616999999999999,1.209876933866056e-05,17771617375.31935,0.013732385438813048
